reservoir,role,year,n_days,capacity_table,capacity_confidence,full_pool_af,peak_af,mean_af,low_af,peak_date,peak_pct,mean_pct,low_pct,flood_pool_af,peak_flood_pct,days_flood_storage,inflow_af,peak_inflow_cfs,peak_inflow_date,n_days_inflow,release_af,peak_release_cfs,peak_release_date,n_days_release
galisteo,dry_flood,1994,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1994-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,6338.0,526.0,1994-07-23,365
galisteo,dry_flood,1995,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1995-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,2727.0,450.0,1995-06-18,365
galisteo,dry_flood,1996,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1996-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,10044.0,1585.0,1996-07-06,366
galisteo,dry_flood,1997,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1997-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,8687.0,1730.0,1997-08-23,365
galisteo,dry_flood,1998,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1998-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,3282.0,682.0,1998-10-31,365
galisteo,dry_flood,1999,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,1999-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,9568.0,1196.0,1999-08-08,365
galisteo,dry_flood,2000,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2000-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,3109.0,310.0,2000-08-19,366
galisteo,dry_flood,2001,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2001-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,1423.0,134.0,2001-08-14,365
galisteo,dry_flood,2002,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2002-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,342.0,128.0,2002-09-09,365
galisteo,dry_flood,2003,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2003-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,393.0,43.0,2003-08-27,365
galisteo,dry_flood,2004,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2004-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,5088.0,812.0,2004-10-05,366
galisteo,dry_flood,2005,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2005-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,1771.0,85.0,2005-02-13,365
galisteo,dry_flood,2006,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2006-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,4227.0,720.0,2006-07-04,365
galisteo,dry_flood,2007,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2007-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,2281.0,645.0,2007-06-27,365
galisteo,dry_flood,2008,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2008-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,6086.0,1045.0,2008-09-07,366
galisteo,dry_flood,2009,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2009-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,693.0,232.0,2009-09-16,365
galisteo,dry_flood,2010,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2010-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,2976.0,585.0,2010-08-15,365
galisteo,dry_flood,2011,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2011-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,1715.0,483.0,2011-08-20,365
galisteo,dry_flood,2012,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2012-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,2926.0,550.0,2012-08-15,366
galisteo,dry_flood,2013,365,published pool capacity,published_pool,89468.0,837.0,5.0,0.0,2013-09-22,0.9,0.0,0.0,89468.0,0.9,5,,,,,11485.0,1843.0,2013-09-15,365
galisteo,dry_flood,2014,365,published pool capacity,published_pool,89468.0,1587.0,12.0,0.0,2014-07-31,1.8,0.0,0.0,89468.0,1.8,5,,,,,3170.0,441.0,2014-08-01,365
galisteo,dry_flood,2015,365,published pool capacity,published_pool,89468.0,1.0,0.0,0.0,2015-08-10,0.0,0.0,0.0,89468.0,0.0,0,,,,,5192.0,923.0,2015-08-10,365
galisteo,dry_flood,2016,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2016-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,2290.0,496.0,2016-08-21,366
galisteo,dry_flood,2017,273,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2017-01-01,0.0,0.0,0.0,89468.0,0.0,0,,,,,7856.0,1580.0,2017-10-05,365
galisteo,dry_flood,2018,365,published pool capacity,published_pool,89468.0,85.0,0.0,0.0,2018-07-24,0.1,0.0,0.0,89468.0,0.1,1,2102.0,457.0,2018-07-25,364.0,2441.0,509.0,2018-07-24,365
galisteo,dry_flood,2019,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2019-01-01,0.0,0.0,0.0,89468.0,0.0,0,871.0,180.0,2019-08-07,365.0,1698.0,624.0,2019-08-06,365
galisteo,dry_flood,2020,366,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2020-01-01,0.0,0.0,0.0,89468.0,0.0,0,238.0,80.0,2020-07-29,366.0,504.0,137.0,2020-07-27,366
galisteo,dry_flood,2021,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2021-01-01,0.0,0.0,0.0,89468.0,0.0,0,1174.0,159.0,2021-07-04,365.0,2390.0,669.0,2021-07-02,365
galisteo,dry_flood,2022,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2022-01-01,0.0,0.0,0.0,89468.0,0.0,0,1353.0,228.0,2022-08-01,365.0,2533.0,610.0,2022-07-30,365
galisteo,dry_flood,2023,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2023-01-01,0.0,0.0,0.0,89468.0,0.0,0,112.0,18.0,2023-03-25,364.0,104.0,17.0,2023-03-23,365
galisteo,dry_flood,2024,366,published pool capacity,published_pool,89468.0,1.0,0.0,0.0,2024-06-30,0.0,0.0,0.0,89468.0,0.0,0,2099.0,346.0,2024-10-20,366.0,3089.0,458.0,2024-10-20,366
galisteo,dry_flood,2025,365,published pool capacity,published_pool,89468.0,0.0,0.0,0.0,2025-08-27,0.0,0.0,0.0,89468.0,0.0,0,2009.0,356.0,2025-08-28,365.0,2010.0,362.0,2025-08-27,365
galisteo,dry_flood,2026,267,published pool capacity,published_pool,89468.0,2.0,0.0,0.0,2026-09-19,0.0,0.0,0.0,89468.0,0.0,0,,189.0,2026-09-24,267.0,,194.0,2026-09-23,266
